consumer,contributor,consumption,contributor_affiliation,consumer_affiliation
adnanhaf,shmpwk,1,tier4,Tome Software
adnanhaf,lhakim85,1,,Tome Software
adnanhaf,yukkysaito,1,tier4,Tome Software
adnanhaf,lsteinosk,1,,Tome Software
JianKangEgon,takayuki5168,1,tier4,autocore
JianKangEgon,liuXinGangChina,1,autocore,autocore
batuhanbeytekin,miursh,1,tier4,leodrive
lianbin,satoshi-ota,1,tier4,
Robotics010,mitsudome-r,1,tier4,
Robotics010,maxime-clem,2,tier4,
Robotics010,kminoda,1,tier4,
joewong00,kenji-miyake,1,tier4,HelloWorld Robotics
joewong00,evshary,1,adlink,HelloWorld Robotics
AndriiChumak145,mitsudome-r,1,tier4,
AndriiChumak145,maxime-clem,1,tier4,
AndriiChumak145,YamatoAndo,1,tier4,
AndriiChumak145,yukkysaito,1,tier4,
HamedMesri-TomTom,yukkysaito,1,tier4,TOMTOM
HamedMesri-TomTom,n-patiphon,1,wg-leads,TOMTOM
HamedMesri-TomTom,n-patiphon,1,map4,TOMTOM
peaky-quest,zulfaqar-azmi-t4,1,tier4,
kaancolak,yukkysaito,1,tier4,leodrive
kaancolak,badai-nguyen,1,tier4,leodrive
kaancolak,yukke42,1,tier4,leodrive
mshah72,maxime-clem,1,tier4,Arizona State University
mshah72,isamu-takagi,2,tier4,Arizona State University
mshah72,kenji-miyake,1,tier4,Arizona State University
mshah72,evshary,1,adlink,Arizona State University
mshah72,kosuke55,1,tier4,Arizona State University
lchojnack,kosuke55,1,tier4,robotec
ahmeddesokyebrahim,mitsudome-r,2,tier4,leodrive
ahmeddesokyebrahim,maxime-clem,1,tier4,leodrive
ahmeddesokyebrahim,xmfcx,1,leodrive,leodrive
ahmeddesokyebrahim,armaganarsln,1,wg-leads,leodrive
ahmeddesokyebrahim,mehmetdogru,1,leodrive,leodrive
ahmeddesokyebrahim,purewater0901,1,tier4,leodrive
ahmeddesokyebrahim,TakaHoribe,3,tier4,leodrive
yvzksgl,n-patiphon,1,wg-leads,leodrive
yvzksgl,n-patiphon,1,map4,leodrive
leeseho,lhakim85,1,,
leeseho,AviBen96,1,King's College London,
leeseho,HansRobo,1,tier4,
saicsk-deloitte,mitsudome-r,1,tier4,
saicsk-deloitte,maxime-clem,1,tier4,
saicsk-deloitte,Robotics010,1,,
pradhanshrijal,mitsudome-r,1,tier4,DLR SE
pradhanshrijal,yukkysaito,1,tier4,DLR SE
pradhanshrijal,kosuke55,1,tier4,DLR SE
pukachupenn,esteve,1,tier4,tier4
pukachupenn,doganulus,1,Boğaziçi University @bouncmpe,tier4
Hensbag,mitsudome-r,1,tier4,
Hensbag,maxime-clem,5,tier4,
Hensbag,shmpwk,1,tier4,
Hensbag,kminoda,2,tier4,
Hensbag,takayuki5168,1,tier4,
Hensbag,lhakim85,1,,
Hensbag,evshary,1,adlink,
Hensbag,rsasaki0109,1,map4,
Hensbag,TZECHIN6,1,,
Hensbag,damodarRohit,2,Danlaw,
Hensbag,beginningfan,1,autocore,
Hensbag,SakodaShintaro,1,tier4,
Hensbag,TaikiYamada4,1,tier4,
Hensbag,muratgozum45,1,,
Hensbag,whbcumtb,1,jdlogistics,
Hensbag,liuXinGangChina,1,autocore,
YusufDALAK,maxime-clem,1,tier4,
YusufDALAK,yukkysaito,1,tier4,
YusufDALAK,zulfaqar-azmi-t4,1,tier4,
nitro6206,shmpwk,1,tier4,
nitro6206,evshary,1,adlink,
nitro6206,yukkysaito,1,tier4,
nitro6206,fadimecetiner,1,,
AviBen96,zulfaqar-azmi-t4,1,tier4,King's College London
sykwer,xmfcx,1,leodrive,tier4
sykwer,mgarnett21,1,,tier4
joseph16388,maxime-clem,1,tier4,
joseph16388,satoshi-ota,1,tier4,
izzetbasli,maxime-clem,1,tier4,
izzetbasli,fadimecetiner,1,,
wutianze,ktro2828,1,tier4,
jbyang1,wangxianggang1997,1,,MORAI Inc.
jediofgever,Autostone-c,1,,NMBU
jediofgever,whbcumtb,1,jdlogistics,NMBU
jediofgever,amadeuszsz,1,Poznan University of Technology,NMBU
damodarRohit,mitsudome-r,2,tier4,Danlaw
damodarRohit,maxime-clem,1,tier4,Danlaw
damodarRohit,evshary,2,adlink,Danlaw
damodarRohit,rsasaki0109,1,map4,Danlaw
damodarRohit,yukkysaito,1,tier4,Danlaw
damodarRohit,Hensbag,1,,Danlaw
damodarRohit,Autostone-c,1,,Danlaw
damodarRohit,liuzf1988,1,autocore,Danlaw
damodarRohit,markusschratter,1,,Danlaw
benrbray,maxime-clem,1,tier4,Univeristy of Michigan
beyzanurkaya,maxime-clem,1,tier4,leodrive
beyzanurkaya,armaganarsln,1,wg-leads,leodrive
beyzanurkaya,mehmetdogru,1,leodrive,leodrive
beyzanurkaya,badai-nguyen,1,tier4,leodrive
albiim,maxime-clem,1,tier4,Danlaw
albiim,sudhsrik,1,,Danlaw
albiim,liuXinGangChina,1,autocore,Danlaw
Kim-mins,mitsudome-r,2,tier4,Korea University
Kim-mins,doganulus,1,Boğaziçi University @bouncmpe,Korea University
Kim-mins,evshary,4,adlink,Korea University
Kim-mins,Autostone-c,1,,Korea University
Kim-mins,mackierx111,1,tier4,Korea University
Kim-mins,RogerJung,1,,Korea University
yangjiameng,whbcumtb,1,jdlogistics,
yangjiameng,villaoningfootball,1,,
Nick79919030,mitsudome-r,1,tier4,
zhuyingxiang95,mitsudome-r,1,tier4,
zhuyingxiang95,maxime-clem,1,tier4,
zhuyingxiang95,shmpwk,1,tier4,
zhuyingxiang95,mackierx111,1,tier4,
zillur-av,mitsudome-r,1,tier4,"University of Nevada, Las Vegas"
zillur-av,maxime-clem,5,tier4,"University of Nevada, Las Vegas"
zillur-av,isamu-takagi,1,tier4,"University of Nevada, Las Vegas"
zillur-av,esteve,1,tier4,"University of Nevada, Las Vegas"
zillur-av,VRichardJP,2,macnica,"University of Nevada, Las Vegas"
zillur-av,mehmetdogru,2,leodrive,"University of Nevada, Las Vegas"
zillur-av,evshary,1,adlink,"University of Nevada, Las Vegas"
zillur-av,rsasaki0109,1,map4,"University of Nevada, Las Vegas"
zillur-av,yukkysaito,1,tier4,"University of Nevada, Las Vegas"
zillur-av,TZECHIN6,1,,"University of Nevada, Las Vegas"
zillur-av,albiim,1,Danlaw,"University of Nevada, Las Vegas"
zillur-av,drwnz,1,tier4,"University of Nevada, Las Vegas"
zillur-av,KYabuuchi,5,tier4,"University of Nevada, Las Vegas"
zillur-av,felixf4xu,1,,"University of Nevada, Las Vegas"
zillur-av,hzkkk1997,1,,"University of Nevada, Las Vegas"
zillur-av,miursh,1,tier4,"University of Nevada, Las Vegas"
zillur-av,zulfaqar-azmi-t4,1,tier4,"University of Nevada, Las Vegas"
Bistuwwh,maxime-clem,1,tier4,
mayacarla2070,kminoda,1,tier4,
mayacarla2070,sayondeep,1,IIT Hyderabad,
beginningfan,mitsudome-r,1,tier4,autocore
beginningfan,maxime-clem,1,tier4,autocore
beginningfan,lhakim85,1,,autocore
beginningfan,badai-nguyen,1,tier4,autocore
beginningfan,liuXinGangChina,2,autocore,autocore
beginningfan,gdengchao,1,,autocore
ryanyej,maxime-clem,1,tier4,
sudhsrik,mitsudome-r,1,tier4,
sudhsrik,MrOCW,1,,
sudhsrik,kaspermeck-arm,1,wg-leads,
sudhsrik,kaspermeck-arm,1,arm,
sudhsrik,chishengshih,1,wg-leads,
sudhsrik,Autostone-c,1,,
sudhsrik,oguzkaganozt,1,wg-leads,
sudhsrik,oguzkaganozt,1,leodrive,
sudhsrik,cycyc1949,1,jdlogistics,
sudhsrik,amadeuszsz,1,Poznan University of Technology,
sudhsrik,JonasHablitzel,1,Forschungsinstitut für Kraftfahrwesen und Fahrzeugmotoren Stuttgart,
Tester2009,damodarRohit,1,Danlaw,
davutcanakbas,mitsudome-r,1,tier4,adastec
davutcanakbas,maxime-clem,1,tier4,adastec
davutcanakbas,meliketanrikulu,1,leodrive,adastec
davutcanakbas,kminoda,1,tier4,adastec
davutcanakbas,n-patiphon,1,wg-leads,adastec
davutcanakbas,n-patiphon,1,map4,adastec
davutcanakbas,yvzksgl,1,leodrive,adastec
asa-naki,shmpwk,1,tier4,tier4
asa-naki,kminoda,1,tier4,tier4
asa-naki,kenji-miyake,1,tier4,tier4
SakodaShintaro,kminoda,2,tier4,tier4
SakodaShintaro,kenji-miyake,2,tier4,tier4
SakodaShintaro,taikitanaka3,1,tier4,tier4
LIIHWF,takayuki5168,1,tier4,
LIIHWF,badai-nguyen,1,tier4,
screenflip,shmpwk,2,tier4,map4
drwnz,xmfcx,2,leodrive,tier4
drwnz,VRichardJP,1,macnica,tier4
drwnz,lexavtanke,1,leodrive,tier4
Naophis,shmpwk,1,tier4,tier4
Naophis,takayuki5168,1,tier4,tier4
justin-ucdavis,maxime-clem,1,tier4,
goomy241,maxime-clem,1,tier4,
goomy241,VRichardJP,1,macnica,
gauthamnarayan,knzo25,1,tier4,Carnegie Mellon University
gauthamnarayan,yukke42,1,tier4,Carnegie Mellon University
logihp,shmpwk,1,tier4,
logihp,shulanbushangshu,1,autocore,
zymgp,shmpwk,1,tier4,
zymgp,yuasabe,1,tier4,
vnodpangul,VRichardJP,1,macnica,
KYabuuchi,mitsudome-r,1,tier4,tier4
KYabuuchi,maxime-clem,1,tier4,tier4
KYabuuchi,kenji-miyake,1,tier4,tier4
KYabuuchi,VRichardJP,1,macnica,tier4
KYabuuchi,doganulus,1,Boğaziçi University @bouncmpe,tier4
KYabuuchi,yukkysaito,1,tier4,tier4
KYabuuchi,n-patiphon,1,wg-leads,tier4
KYabuuchi,n-patiphon,1,map4,tier4
TakaHoribe,xmfcx,2,leodrive,tier4
TakaHoribe,brkay54,1,leodrive,tier4
TakaHoribe,kosuke55,1,tier4,tier4
TakaHoribe,ahmeddesokyebrahim,1,leodrive,tier4
RAAA-Alaguvel-Armstrong,maxime-clem,1,tier4,
TaikiYamada4,kosuke55,2,tier4,tier4
TaikiYamada4,TakaHoribe,1,tier4,tier4
shintaro-mori,kminoda,1,tier4,
shintaro-mori,evshary,1,adlink,
shintaro-mori,rsasaki0109,1,map4,
shintaro-mori,wep21,1,tier4,
chishengshih,pedrorito,1,@nap-it,wg-leads
porizou,takayuki5168,1,tier4,
porizou,yukkysaito,1,tier4,
porizou,Shin-kyoto,1,tier4,
kshitiz-deloitte,VRichardJP,1,macnica,
kshitiz-deloitte,evshary,1,adlink,
kshitiz-deloitte,dilloncsr,1,,
LGerstla01,maxime-clem,1,tier4,
LGerstla01,major2012ye,1,,
major2012ye,kosuke55,1,tier4,
major2012ye,J-xinyu,1,thu,
major2012ye,kyoichi-sugahara,1,tier4,
major2012ye,wbq0206,1,jdlogistics,
L-Net-1992,damodarRohit,1,Danlaw,CASIC
L-Net-1992,idorobotics,1,awf,CASIC
Autostone-c,maxime-clem,3,tier4,
Autostone-c,evshary,1,adlink,
Autostone-c,felixf4xu,1,,
Autostone-c,whbcumtb,2,jdlogistics,
Autostone-c,greensky0802,1,jdlogistics,
hcn1519,kminoda,1,tier4,
JoonKi0111,kminoda,1,tier4,
JoonKi0111,kaancolak,1,leodrive,
JoonKi0111,badai-nguyen,1,tier4,
JoonKi0111,yukke42,1,tier4,
JoonKi0111,ktro2828,1,tier4,
prabanjanGITHUB,evshary,2,adlink,
prabanjanGITHUB,Tanishq30052002,1,IIT(ISM) Dhanbad,
prabanjanGITHUB,Shin-kyoto,1,tier4,
prabanjanGITHUB,RamanaBotta,1,,
yuasabe,Croquembouche,1,wsu,tier4
yuasabe,davidc0619,1,wg-leads,tier4
yuasabe,jp-amaral,1,,tier4
Tanishq30052002,mitsudome-r,1,tier4,IIT(ISM) Dhanbad
Tanishq30052002,rsasaki0109,1,map4,IIT(ISM) Dhanbad
Tanishq30052002,Shin-kyoto,1,tier4,IIT(ISM) Dhanbad
yaukaizhi,mitsudome-r,1,tier4,
yaukaizhi,maxime-clem,1,tier4,
yaukaizhi,J-xinyu,1,thu,
zeidk,evshary,1,adlink,National Institute of Standards and Technology
lishizhen1412,maxime-clem,1,tier4,
museas-azm,maxime-clem,1,tier4,
sarubito,Shin-kyoto,1,tier4,Osaka Institute of Technology
inwoong32,TZECHIN6,1,,
inwoong32,Shin-kyoto,2,tier4,
DaikiNiimi,kminoda,1,tier4,
yoneyoneclub,letsgoniaoniao,1,,
J-xinyu,xmfcx,1,leodrive,thu
J-xinyu,VRichardJP,1,macnica,thu
J-xinyu,satoshi-ota,1,tier4,thu
J-xinyu,badai-nguyen,1,tier4,thu
J-xinyu,ktro2828,1,tier4,thu
pojenwang,Autostone-c,1,,wg-leads
pojenwang,Autostone-c,1,,awf
pojenwang,J-xinyu,1,thu,wg-leads
pojenwang,J-xinyu,1,thu,awf
felixf4xu,mitsudome-r,1,tier4,
felixf4xu,maxime-clem,1,tier4,
felixf4xu,isamu-takagi,1,tier4,
felixf4xu,whbcumtb,1,jdlogistics,
polurik,Shin-kyoto,1,tier4,tier4
polurik,ktro2828,1,tier4,tier4
tomaszkapron,Tanishq30052002,1,IIT(ISM) Dhanbad,
oguzkaganozt,chishengshih,1,wg-leads,wg-leads
oguzkaganozt,chishengshih,1,wg-leads,leodrive
davidc0619,mitsudome-r,1,tier4,wg-leads
davidc0619,isamu-takagi,1,tier4,wg-leads
davidc0619,damodarRohit,1,Danlaw,wg-leads
davidc0619,yuasabe,2,tier4,wg-leads
mosss-code,lhakim85,1,,
mosss-code,J-xinyu,1,thu,
mosss-code,zulfaqar-azmi-t4,1,tier4,
mosss-code,Shin-kyoto,1,tier4,
fiwz789,maxime-clem,1,tier4,
AhmadAmine998,takayuki5168,1,tier4,upenn
AhmadAmine998,TakaHoribe,1,tier4,upenn
AhmadAmine998,rej55,1,tier4,upenn
hoppss,maxime-clem,1,tier4,
radolin,HamburgDave,1,wg-leads,
radolin,kaspermeck-arm,1,wg-leads,
radolin,kaspermeck-arm,1,arm,
radolin,jerry73204,1,,
lixianqiang,maxime-clem,1,tier4,
lixianqiang,TakaHoribe,1,tier4,
AElkenawy,zulfaqar-azmi-t4,1,tier4,
AElkenawy,wbq0206,1,jdlogistics,
AElkenawy,Levinskis,1,,
xoofee,maxime-clem,1,tier4,
Kaipa-Charan,mitsudome-r,1,tier4,
Kaipa-Charan,kyoichi-sugahara,1,tier4,
pflee2002,maxime-clem,1,tier4,
dilloncsr,takayuki5168,1,tier4,
dilloncsr,Autostone-c,1,,
hdossaji94,mitsudome-r,1,tier4, Airtrek Robotics
hdossaji94,VRichardJP,1,macnica, Airtrek Robotics
hdossaji94,ismetatabay,1,leodrive, Airtrek Robotics
hdossaji94,Kaipa-Charan,1,, Airtrek Robotics
plainspoken-chris,maxime-clem,1,tier4,
plainspoken-chris,hzkkk1997,1,,
plainspoken-chris,hakuturu583,1,tier4,
yama42326,brkay54,1,leodrive,
yama42326,drwnz,1,tier4,
pandyah,rsasaki0109,1,map4,
hzkkk1997,kminoda,1,tier4,
hzkkk1997,lexavtanke,1,leodrive,
hzkkk1997,cycyc1949,1,jdlogistics,
hzkkk1997,HansRobo,2,tier4,
hakanaktass,kminoda,2,tier4,
zzx568730371,maxime-clem,1,tier4,
MechanoPixel,amc-nu,1,map4,
okataka123,maxime-clem,1,tier4,
okataka123,rsasaki0109,1,map4,
yuntianyi-chen,maxime-clem,1,tier4,"University of California, Irvine"
yuntianyi-chen,esteve,1,tier4,"University of California, Irvine"
yuntianyi-chen,HamburgDave,1,wg-leads,"University of California, Irvine"
yuntianyi-chen,doganulus,1,Boğaziçi University @bouncmpe,"University of California, Irvine"
yuntianyi-chen,kaspermeck-arm,1,wg-leads,"University of California, Irvine"
yuntianyi-chen,kaspermeck-arm,1,arm,"University of California, Irvine"
lawbreaker2022,yuasabe,1,tier4,
TAICHInoda,maxime-clem,1,tier4,
TAICHInoda,zillur-av,1,"University of Nevada, Las Vegas",
muratgozum45,isamu-takagi,1,tier4,
muratgozum45,zillur-av,1,"University of Nevada, Las Vegas",
muratgozum45,badai-nguyen,2,tier4,
norikenpi,taikitanaka3,1,tier4,tier4
norikenpi,wbq0206,1,jdlogistics,tier4
whbcumtb,hakuturu583,1,tier4,jdlogistics
lorenzzhao,kminoda,1,tier4,
lorenzzhao,isouf,1,,
TobiasMascetta,mitsudome-r,1,tier4,
TobiasMascetta,isamu-takagi,1,tier4,
eromreve123,zillur-av,1,"University of Nevada, Las Vegas",
eromreve123,whbcumtb,1,jdlogistics,
dotun457,amc-nu,1,map4,
ziri4k,maxime-clem,2,tier4,
hliu869,SakodaShintaro,1,tier4,
hliu869,KYabuuchi,1,tier4,
mkakh,soblin,1,tier4,tier4
mkakh,wbq0206,1,jdlogistics,tier4
adi-driveu,wbq0206,1,jdlogistics,
yuanchao16,maxime-clem,1,tier4,
yuanchao16,VRichardJP,1,macnica,
yuanchao16,rsasaki0109,1,map4,
doyan00,maxime-clem,1,tier4,
IDS-zhangxr,idorobotics,1,awf,
danicannt,brkay54,1,leodrive,
danicannt,yukkysaito,1,tier4,
danicannt,KYabuuchi,1,tier4,
danicannt,Autostone-c,1,,
YashuMessi18,mitsudome-r,1,tier4,
YashuMessi18,wbq0206,1,jdlogistics,
KASUYASU,maxime-clem,1,tier4,
KASUYASU,VRichardJP,1,macnica,
wifo130,mitsudome-r,1,tier4,
boyang9602,yukkysaito,1,tier4,
boyang9602,miursh,1,tier4,
chavankunal,mitsudome-r,1,tier4,
stefanofio,idorobotics,1,awf,
klausmikealsontheking,YamatoAndo,1,tier4,
tseco15,zulfaqar-azmi-t4,1,tier4,
chivas1000,YamatoAndo,1,tier4,
npnquang,whbcumtb,1,jdlogistics,
npnquang,KASUYASU,1,,
npnquang,dylan-gonzalez,1,,
